Name,Year,Draft Team,Pick,Team,Position,Height,Wingspan,Weight,Draft Age,Birthdate,Nation,G,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,BLK,STL,TO,PF,PTS,TS%,eFG%,3PAr,FTAr,USG%,AST/USG,AST/TO,PER,OWS/40,DWS/40,WS/40,OBPM,DBPM,BPM
Brandon Bass,2005,NO,33,LSU,PF,79.0,,252,20.13,"Apr 30, 1985",USA,30.0,33.6,6.5,11.4,0.567,0.4,0.9,0.462,5.2,6.7,0.777,9.7,0.9,1.7,0.9,1.9,2.6,18.6,0.637,0.586,0.082,0.589,23.2,0.24,0.46,0.0,0.151,0.068,0.218,,,
C.J. Miles,2005,UTA,34,Skyline High School,SG,78.0,,207,18.24,"Mar 18, 1987",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Sánchez,2005,DEN,35,IMG Academy,SF,83.0,,215,17.94,"Jul 6, 1987",Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ersan Ilyasova,2005,MIL,36,Ülkerspor (Turkey),SF,81.0,85.25,209,18.08,"May 15, 1987",Turkey,6.0,4.8,5.0,18.6,0.267,1.2,11.2,0.111,1.2,2.5,0.5,3.7,0.0,0.0,0.0,1.2,8.7,12.4,0.313,0.3,0.6,0.133,,,0.0,,,,,,,
Ronny Turiaf,2005,LAL,37,Gonzaga,PF,81.25,85.5,238,22.42,"Jan 13, 1983",France,31.0,31.2,5.8,11.5,0.508,0.1,0.3,0.286,6.6,9.6,0.683,11.0,1.8,2.2,0.4,2.6,3.1,18.4,0.571,0.511,0.023,0.838,25.8,0.36,0.69,0.0,0.103,0.095,0.199,,,
Travis Diener,2005,ORL,38,Marquette,PG,73.0,71.75,165,23.29,"Mar 1, 1982",USA,23.0,34.0,6.0,14.3,0.42,3.1,7.7,0.405,5.7,6.8,0.838,4.1,7.4,0.0,1.4,2.7,2.1,20.9,0.594,0.529,0.538,0.474,29.7,1.79,2.76,0.0,0.158,0.061,0.22,,,
Von Wafer,2005,LAL,39,Florida State,SG,77.0,,210,19.9,"Jul 21, 1985",USA,29.0,26.1,5.9,13.5,0.437,3.1,7.8,0.396,2.3,3.2,0.721,3.5,2.3,0.4,1.4,2.3,1.6,17.2,0.572,0.551,0.577,0.239,24.4,0.59,0.98,0.0,0.106,0.026,0.132,,,
Monta Ellis,2005,GS,40,Lanier High School,SG/PG,75.25,74.75,177,19.64,"Oct 26, 1985",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roko Ukić,2005,TOR,41,KK Split (Croatia),PG,77.0,,185,20.53,"Dec 5, 1984",Croatia,7.0,31.9,5.5,12.1,0.453,1.3,4.5,0.286,2.7,4.7,0.586,3.9,5.5,0.0,1.8,2.6,1.9,15.0,0.524,0.507,0.373,0.387,,,2.12,,,,,,,
Chris Taft,2005,GS,42,Pittsburgh,PF,81.5,85.75,261,20.27,"Mar 10, 1985",USA,29.0,26.5,7.4,12.8,0.58,0.0,0.0,0.0,3.2,5.4,0.586,10.2,1.1,2.3,0.5,2.2,2.2,18.1,0.586,0.58,0.0,0.423,24.8,0.3,0.51,0.0,0.12,0.13,0.25,,,
Mile Ilić,2005,BKN,43,KK Reflex (Serbia),C,85.0,,240,21.04,"Jun 2, 1984",Serbia,9.0,14.3,5.6,8.7,0.645,0.0,0.0,0.0,3.1,4.7,0.647,7.8,1.1,1.4,0.8,2.8,5.6,14.2,0.653,0.645,0.0,0.548,,,0.4,,,,,,,
Martynas Andriuškevičius,2005,CLE,44,Žalgiris Kaunas (Lithuania),C/PF,87.0,83.25,228,19.26,"Mar 12, 1986",Lithuania,15.0,8.7,2.2,6.3,0.348,0.3,1.1,0.25,1.4,4.4,0.312,4.7,1.1,2.5,1.6,3.3,7.4,6.0,0.359,0.37,0.174,0.696,,,0.33,,,,,,,
Lou Williams,2005,PHI,45,South Gwinnett HS,SG,73.0,,175,18.63,"Oct 27, 1986",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erazem Lorbek,2005,IND,46,Climamio Bologna (Italy),PF,82.0,,240,21.31,"Feb 21, 1984",Slovenia,54.0,22.4,5.5,9.9,0.56,0.5,1.4,0.362,1.8,2.6,0.705,8.1,1.4,1.0,2.0,1.8,4.4,13.4,0.603,0.586,0.142,0.265,,,0.76,,,,,,,
Bracey Wright,2005,MIN,47,Indiana,SG/PG,74.5,82.0,187,20.96,"Jul 1, 1984",USA,26.0,35.3,5.9,14.3,0.413,2.0,6.0,0.329,4.9,6.3,0.783,4.9,2.7,0.6,1.1,2.7,2.0,18.7,0.542,0.482,0.419,0.444,30.4,0.67,1.03,0.0,0.096,0.052,0.144,,,
Mickaël Gelabale,2005,OKC,48,Real Madrid (Spain),SF,79.0,,210,22.07,"May 22, 1983",France,53.0,24.2,4.4,7.7,0.573,0.7,1.9,0.353,2.6,3.3,0.782,5.6,1.6,0.9,1.0,1.4,4.2,12.1,0.652,0.617,0.248,0.434,,,1.12,,,,,,,
Andray Blatche,2005,WAS,49,South Kent School,PF,83.0,,240,18.81,"Aug 22, 1986",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gomes,2005,BOS,50,Providence,SF,79.0,,245,22.79,"Sep 1, 1982",USA,31.0,37.5,7.7,15.4,0.496,1.6,4.2,0.38,3.8,5.0,0.77,7.9,3.1,0.2,1.5,2.4,1.6,20.8,0.583,0.548,0.275,0.323,,,1.32,,,,,,,
Robert Whaley,2005,UTA,51,Walsh,PF/C,81.0,86.0,269,23.16,"Apr 16, 1982",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Hervelle,2005,DEN,52,Real Madrid (Spain),PF,81.0,,230,22.09,"May 12, 1983",Belgium,46.0,18.7,4.4,10.3,0.429,1.0,3.6,0.294,2.8,4.6,0.615,9.1,1.0,1.0,1.8,2.3,6.2,12.7,0.509,0.48,0.344,0.441,,,0.46,,,,,,,
Orien Greene,2005,BOS,53,Louisiana,SG,76.0,,208,23.36,"Feb 4, 1982",USA,24.0,32.3,4.3,11.0,0.388,1.6,4.9,0.321,2.9,3.8,0.756,5.2,4.6,0.4,3.2,3.9,3.3,13.0,0.507,0.46,0.447,0.346,,,1.18,,,,,,,
Dijon Thompson,2005,PHX,54,UCLA,SF,80.0,81.75,196,22.23,"Mar 23, 1983",USA,28.0,34.6,6.8,14.3,0.474,1.6,4.3,0.374,4.0,5.0,0.787,8.2,2.3,0.3,1.6,3.4,2.3,19.2,0.573,0.53,0.298,0.352,27.1,0.54,0.69,0.0,0.111,0.058,0.165,,,
Lawrence Roberts,2005,MEM,55,Mississippi State,PF,81.0,,240,22.65,"Oct 20, 1982",USA,32.0,32.0,6.0,13.4,0.448,0.4,1.4,0.293,6.6,10.1,0.653,12.4,2.1,0.9,1.8,3.1,2.4,19.1,0.522,0.463,0.107,0.754,28.4,0.44,0.7,0.0,0.066,0.141,0.211,,,
Amir Johnson,2005,DET,56,Westchester High School,PF,82.0,,220,18.12,"May 1, 1987",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Gortat,2005,ORL,57,Köln (Germany),PF/C,84.0,87.5,225,21.32,"Feb 17, 1984",Poland,12.0,19.4,6.6,9.6,0.694,0.0,0.0,0.0,2.3,3.6,0.652,8.3,0.9,2.3,0.5,1.7,6.6,15.6,0.692,0.694,0.0,0.371,,,0.55,,,,,,,
Uroš Slokar,2005,TOR,58,Snaidero Udine (Italy),PF,82.0,,238,22.09,"May 14, 1983",Slovenia,38.0,13.8,4.2,7.6,0.559,0.7,1.6,0.435,4.0,5.3,0.744,9.4,0.7,1.0,1.6,2.3,4.2,13.1,0.648,0.604,0.207,0.703,,,0.29,,,,,,,
Cenk Akyol,2005,ATL,59,Efes Pilsen (Turkey),SG,76.0,,195,18.16,"Apr 16, 1987",Turkey,5.0,6.6,3.3,6.5,0.5,1.1,3.3,0.333,1.1,2.2,0.5,2.2,0.0,0.0,4.4,3.3,7.6,8.7,0.576,0.583,0.5,0.333,,,0.0,,,,,,,
Alex Acker,2005,DET,60,Pepperdine,SG,76.75,84.0,183,22.4,"Jan 21, 1983",USA,31.0,37.2,5.7,12.7,0.45,1.8,4.3,0.431,2.8,3.3,0.858,6.3,3.6,0.5,1.3,2.6,1.8,16.1,0.564,0.522,0.337,0.26,22.2,0.9,1.39,0.0,0.087,0.052,0.139,,,
Andrea Bargnani,2006,TOR,1,Benetton Treviso (Italy),PF,82.0,,225,20.64,"Oct 26, 1985",Italy,52.0,22.1,6.6,13.2,0.498,2.1,5.4,0.398,3.6,4.8,0.75,8.2,0.7,1.9,2.3,2.7,5.0,18.9,0.609,0.578,0.405,0.36,,,0.27,,,,,,,
LaMarcus Aldridge,2006,POR,2,Texas,PF/C,83.25,88.75,234,20.91,"Jul 19, 1985",USA,37.0,33.7,6.3,11.1,0.569,0.0,0.0,0.0,3.4,5.2,0.646,9.8,0.6,2.1,1.4,1.7,2.7,16.0,0.589,0.569,0.0,0.47,21.1,0.16,0.34,0.0,0.109,0.17,0.279,,,
Adam Morrison,2006,CHA,3,Gonzaga,SF,79.75,82.0,198,21.9,"Jul 20, 1984",USA,33.0,36.5,9.1,18.4,0.496,2.2,5.2,0.428,7.2,9.3,0.772,5.4,1.7,0.3,1.0,2.3,2.0,27.7,0.605,0.556,0.28,0.504,,,0.74,,,,,,,
Tyrus Thomas,2006,CHI,4,LSU,PF,80.25,87.0,217,19.83,"Aug 17, 1986",USA,32.0,25.9,6.6,10.9,0.608,0.0,0.0,1.0,3.9,5.9,0.657,12.8,1.8,4.3,1.4,2.6,3.6,17.2,0.627,0.61,0.004,0.548,21.7,0.48,0.71,0.0,0.14,0.207,0.352,,,
Shelden Williams,2006,ATL,5,Duke,PF,80.5,88.25,258,22.65,"Oct 21, 1983",USA,36.0,33.3,7.1,12.3,0.578,0.1,0.2,0.333,6.0,8.1,0.744,11.5,1.2,4.1,1.8,2.7,3.4,20.3,0.629,0.58,0.015,0.659,25.8,0.26,0.44,0.0,0.154,0.15,0.304,,,
Brandon Roy,2006,POR,6,Washington,SG,78.25,80.0,207,21.9,"Jul 23, 1984",USA,33.0,31.7,7.8,15.5,0.508,1.3,3.3,0.402,5.9,7.3,0.81,6.4,4.6,0.9,1.6,2.6,2.8,22.9,0.606,0.551,0.216,0.47,27.5,0.91,1.8,0.0,0.157,0.111,0.268,,,
Randy Foye,2006,MIN,7,Villanova,SG,75.25,78.25,212,22.72,"Sep 24, 1983",USA,33.0,34.7,7.1,17.3,0.411,2.8,8.0,0.35,4.3,5.4,0.791,6.0,3.1,0.7,1.4,2.2,2.2,21.3,0.536,0.492,0.462,0.313,30.8,0.69,1.41,0.0,0.091,0.108,0.199,,,
Rudy Gay,2006,MEM,8,UConn,SF,80.0,87.0,222,19.83,"Aug 17, 1986",USA,33.0,30.8,6.6,14.4,0.461,1.0,3.1,0.318,3.6,4.9,0.732,7.4,2.4,1.8,2.1,2.9,2.7,17.8,0.533,0.495,0.217,0.34,25.2,0.5,0.83,0.0,0.067,0.138,0.205,,,
Patrick O'Bryant,2006,GS,9,Bradley,C,84.0,89.75,249,19.99,"Jun 20, 1986",USA,25.0,25.7,7.5,13.5,0.552,0.0,0.0,0.0,3.9,5.7,0.676,11.6,1.2,4.0,1.2,2.9,4.1,18.8,0.579,0.552,0.0,0.423,,,0.4,,,,,,,
Mouhamed Sene,2006,OKC,10,Verviers-Pepinster (Belgium),C,84.0,92.5,237,20.09,"May 12, 1986",Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Redick,2006,ORL,11,Duke,SG,76.75,75.25,190,21.98,"Jun 24, 1984",USA,36.0,37.1,8.1,17.3,0.47,3.7,8.9,0.421,6.0,6.9,0.863,1.9,2.6,0.1,1.4,2.4,1.5,26.0,0.63,0.578,0.513,0.398,31.5,0.5,1.06,0.0,0.201,0.03,0.234,,,
Hilton Armstrong,2006,NO,12,UConn,C,82.25,88.0,240,21.56,"Nov 23, 1984",USA,34.0,27.7,4.5,7.4,0.608,0.0,0.1,0.5,3.5,5.1,0.692,8.6,1.0,4.1,0.8,2.9,3.6,12.6,0.64,0.611,0.01,0.686,16.3,0.28,0.32,0.0,0.102,0.148,0.25,,,
Thabo Sefolosha,2006,CHI,13,Angelico Biella (Italy),SG,79.0,,213,22.12,"May 2, 1984",Switzerland,30.0,30.0,5.4,11.3,0.479,1.3,3.1,0.41,2.2,3.4,0.659,8.3,2.8,0.7,2.5,3.2,3.7,14.4,0.555,0.535,0.275,0.299,,,0.88,,,,,,,
Ronnie Brewer,2006,UTA,14,Arkansas,SG,78.75,83.25,223,21.24,"Mar 20, 1985",USA,32.0,34.8,6.4,14.5,0.441,1.7,4.9,0.338,4.7,6.2,0.75,5.0,3.4,0.5,2.7,2.3,1.5,19.1,0.547,0.498,0.338,0.43,27.1,0.73,1.49,0.0,0.094,0.097,0.191,,,
Cedric Simmons,2006,NO,15,NC State,PF,81.5,88.25,223,20.45,"Jan 3, 1986",USA,32.0,27.5,5.2,8.9,0.587,0.1,0.1,1.0,4.9,7.2,0.678,8.3,2.2,3.3,0.9,2.4,4.0,15.5,0.626,0.592,0.009,0.812,21.8,0.61,0.92,0.0,0.123,0.086,0.209,,,
Rodney Carney,2006,PHI,16,Memphis,SF,77.75,82.0,204,22.19,"Apr 5, 1984",USA,37.0,27.8,7.7,17.7,0.436,3.6,9.1,0.391,3.3,4.6,0.712,5.5,1.6,0.9,1.7,1.9,2.9,22.3,0.56,0.537,0.517,0.261,,,0.87,,,,,,,
Shawne Williams,2006,IND,17,Memphis,SF/PF,80.75,87.0,227,20.33,"Feb 16, 1986",USA,36.0,27.8,5.6,13.5,0.416,1.7,5.5,0.312,4.1,5.2,0.786,8.0,2.4,1.8,1.8,2.9,3.8,17.0,0.534,0.48,0.411,0.387,,,0.83,,,,,,,
Oleksiy Pecherov,2006,WAS,18,BC Kyiv (Ukraine),C,83.0,,220,20.52,"Dec 8, 1985",Ukraine,23.0,21.0,6.9,14.7,0.472,1.6,4.9,0.333,3.7,4.5,0.833,10.8,0.3,1.6,0.7,2.3,3.1,19.3,0.572,0.528,0.335,0.305,,,0.13,,,,,,,
Quincy Douby,2006,SAC,19,Rutgers,SG/PG,75.0,,175,22.08,"May 16, 1984",USA,33.0,36.7,8.5,18.5,0.462,3.4,8.6,0.401,4.4,5.2,0.847,4.2,3.1,0.8,1.7,2.7,1.8,24.9,0.595,0.556,0.465,0.283,34.7,0.73,1.12,0.0,0.182,0.079,0.258,,,
Renaldo Balkman,2006,NY,20,South Carolina,SF/PF,78.5,85.0,206,21.92,"Jul 14, 1984",USA,38.0,25.7,5.6,9.2,0.608,0.1,0.5,0.308,2.1,3.8,0.538,8.8,2.7,1.8,2.4,2.4,3.1,13.4,0.608,0.616,0.052,0.416,20.4,0.77,1.12,0.0,0.106,0.123,0.229,,,
Rajon Rondo,2006,BOS,21,Kentucky,PG,73.0,,171,20.31,"Feb 22, 1986",USA,34.0,31.0,5.0,10.4,0.482,0.6,2.3,0.273,2.3,4.1,0.571,7.1,5.7,0.2,2.4,2.7,2.4,13.0,0.526,0.511,0.216,0.39,21.1,1.48,2.11,0.0,0.053,0.099,0.152,,,
Marcus Williams,2006,BKN,22,UConn,PG,75.25,79.0,215,20.53,"Dec 3, 1985",USA,23.0,33.3,3.9,9.6,0.407,1.1,2.8,0.4,4.4,5.1,0.862,4.2,9.3,0.2,1.0,4.0,1.8,13.3,0.555,0.466,0.294,0.534,20.5,2.07,2.33,0.0,0.073,0.089,0.162,,,
Josh Boone,2006,BKN,23,UConn,PF,82.0,,237,21.56,"Nov 21, 1984",USA,34.0,27.1,5.3,9.5,0.564,0.0,0.0,0.0,3.0,5.4,0.547,9.3,0.9,2.7,0.5,1.6,2.8,13.7,0.566,0.564,0.0,0.572,17.6,0.24,0.52,0.0,0.069,0.121,0.191,,,
Kyle Lowry,2006,MEM,24,Villanova,PG,73.0,,185,20.22,"Mar 25, 1986",USA,33.0,29.3,4.4,9.3,0.466,0.3,0.7,0.444,4.5,5.7,0.786,5.3,4.5,0.3,2.9,2.6,3.5,13.5,0.56,0.482,0.072,0.614,20.4,1.27,1.74,0.0,0.079,0.128,0.203,,,
Shannon Brown,2006,CLE,25,Michigan State,SG,76.0,,205,20.54,"Nov 29, 1985",USA,34.0,35.2,6.1,13.0,0.467,1.9,4.9,0.39,3.5,4.2,0.83,4.5,2.8,0.2,1.5,2.6,2.3,17.6,0.585,0.54,0.379,0.326,25.4,0.64,1.09,0.0,0.11,0.04,0.151,,,
Jordan Farmar,2006,LAL,26,UCLA,PG,74.0,75.0,171,19.54,"Nov 30, 1986",USA,37.0,30.4,5.5,13.4,0.41,2.0,6.0,0.333,2.9,4.1,0.717,3.0,6.0,0.3,1.3,4.3,2.0,15.9,0.518,0.485,0.45,0.302,29.4,1.28,1.4,0.0,0.06,0.078,0.139,,,
Sergio Rodriguez,2006,POR,27,Estudiantes (Spain),PG,75.0,,175,20.01,"Jun 12, 1986",Spain,44.0,22.7,5.0,11.7,0.423,0.9,3.5,0.268,2.3,3.3,0.677,3.9,7.4,0.1,2.1,4.9,3.7,13.1,0.493,0.463,0.298,0.285,,,1.52,,,,,,,
Maurice Ager,2006,DAL,28,Michigan State,SG,76.5,79.75,203,22.35,"Feb 9, 1984",USA,34.0,34.4,7.0,15.2,0.457,2.6,6.8,0.376,3.7,4.9,0.761,4.3,2.6,0.3,0.7,2.7,2.5,20.2,0.575,0.54,0.446,0.321,29.1,0.55,0.97,0.0,0.12,0.034,0.154,,,
Mardy Collins,2006,NY,29,Temple,SG,77.5,82.0,224,21.86,"Aug 4, 1984",USA,32.0,37.9,6.0,13.9,0.432,1.2,4.1,0.307,2.7,4.5,0.596,4.5,3.8,0.2,2.6,1.9,2.1,15.9,0.497,0.476,0.293,0.323,27.6,0.99,1.95,0.0,0.04,0.119,0.158,,,
Joel Freeland,2006,POR,30,Gran Canaria (Spain),PF,82.0,,225,19.35,"Feb 7, 1987",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James White,2006,IND,31,Cincinnati,SG/SF,79.0,,190,23.65,"Oct 21, 1982",USA,33.0,33.5,5.8,11.8,0.488,1.6,4.3,0.374,4.4,5.2,0.838,5.4,2.2,0.9,1.2,2.5,2.9,17.5,0.612,0.555,0.361,0.441,,,0.87,,,,,,,
Steve Novak,2006,HOU,32,Marquette,SF,81.25,81.5,216,23.01,"Jun 13, 1983",USA,31.0,33.8,5.9,12.5,0.477,4.2,8.9,0.467,2.5,2.6,0.974,6.3,1.3,0.1,0.6,1.1,2.2,18.6,0.678,0.643,0.713,0.209,20.2,0.37,1.22,0.0,0.18,0.038,0.218,,,
Solomon Jones,2006,ATL,33,South Florida,PF,81.75,88.75,224,21.92,"Jul 16, 1984",USA,29.0,36.4,4.7,9.8,0.484,0.0,0.1,0.0,3.6,4.6,0.778,9.7,1.3,3.0,0.9,3.4,3.4,13.1,0.545,0.484,0.007,0.47,22.5,0.42,0.39,0.0,0.068,0.068,0.136,,,
Paul Davis,2006,LAC,34,Michigan State,C,83.0,,270,21.9,"Jul 21, 1984",USA,33.0,30.8,7.3,12.9,0.566,0.2,0.7,0.316,5.7,6.5,0.87,10.6,1.9,1.0,1.2,2.9,3.6,20.4,0.64,0.574,0.052,0.505,27.1,0.44,0.67,0.0,0.173,0.075,0.248,,,
P.J. Tucker,2006,TOR,35,Texas,SF,77.0,,225,21.11,"May 5, 1985",USA,37.0,34.5,6.3,12.3,0.515,0.1,0.1,0.667,4.0,5.4,0.747,10.0,3.0,0.4,1.9,3.2,3.0,16.8,0.563,0.517,0.007,0.435,25.0,0.68,0.92,0.0,0.097,0.135,0.229,,,
Craig Smith,2006,MIN,36,Boston College,PF,78.5,81.5,259,22.59,"Nov 10, 1983",USA,36.0,36.3,6.7,11.7,0.573,0.0,0.3,0.083,4.0,6.3,0.643,9.4,3.0,0.8,1.2,2.5,3.0,17.5,0.595,0.574,0.028,0.535,,,1.22,,,,,,,
Bobby Jones,2006,PHI,37,Washington,SF,78.75,81.5,211,22.43,"Jan 9, 1984",USA,33.0,26.5,4.7,9.8,0.473,1.2,3.6,0.33,3.6,4.9,0.746,6.7,1.8,0.7,1.6,2.7,4.3,14.1,0.581,0.533,0.368,0.494,19.1,0.43,0.65,0.0,0.082,0.096,0.178,,,
Kosta Perović,2006,GS,38,Partizan Belgrade (Serbia),C,86.0,,240,21.32,"Feb 19, 1985",Serbia,13.0,26.3,5.1,10.0,0.505,0.0,0.0,0.0,4.1,6.1,0.672,6.0,0.5,0.8,2.4,2.3,4.2,14.2,0.551,0.505,0.0,0.611,,,0.23,,,,,,,
David Noel,2006,MIL,39,North Carolina,SF,78.0,81.5,223,22.3,"Feb 27, 1984",USA,31.0,33.7,5.4,10.2,0.532,1.3,3.2,0.424,1.6,2.5,0.625,7.3,3.7,0.8,1.2,3.3,2.9,13.8,0.604,0.598,0.31,0.242,18.9,0.99,1.13,0.0,0.096,0.08,0.176,,,
Denham Brown,2006,OKC,40,UConn,SG/SF,77.0,81.5,218,23.44,"Jan 6, 1983",Canada,32.0,23.6,5.6,13.8,0.403,1.4,4.4,0.326,3.8,4.3,0.868,6.7,2.1,0.6,1.2,2.5,2.5,16.4,0.515,0.455,0.317,0.314,23.6,0.44,0.83,0.0,0.048,0.09,0.133,,,
James Augustine,2006,ORL,41,Illinois,PF,81.75,84.25,227,22.3,"Feb 27, 1984",USA,33.0,32.7,5.8,9.3,0.624,0.0,0.1,0.5,3.3,5.1,0.651,10.0,2.0,0.8,1.6,2.2,2.8,14.9,0.638,0.625,0.007,0.545,20.2,0.56,0.88,0.0,0.137,0.178,0.319,,,
Daniel Gibson,2006,CLE,42,Texas,SG,74.0,,190,20.3,"Feb 27, 1986",USA,37.0,33.2,4.8,11.8,0.405,3.0,7.8,0.38,2.0,2.8,0.726,3.9,3.4,0.4,1.4,2.1,2.6,14.5,0.555,0.531,0.662,0.236,20.9,0.85,1.66,0.0,0.078,0.085,0.163,,,
Marcus Vinicius,2006,NO,43,Objetivo S達o Carlos (Brazil),SF/PF,80.0,,225,22.04,"May 31, 1984",Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lior Eliyahu,2006,HOU,44,Hapoel Galil Elyon (Israel),PF,81.0,,225,20.76,"Sep 9, 1985",Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Johnson,2006,MEM,45,Florida State,PF,81.0,,240,23.35,"Feb 8, 1983",USA,29.0,24.9,6.3,11.7,0.54,0.4,1.4,0.31,6.0,8.5,0.706,10.8,1.0,1.5,1.5,4.1,4.6,19.1,0.606,0.56,0.123,0.723,26.8,0.22,0.26,0.0,0.133,0.122,0.254,,,
Dee Brown,2006,UTA,46,Illinois,PG,72.0,,185,21.83,"Aug 17, 1984",USA,33.0,35.8,4.8,13.3,0.359,2.4,7.4,0.321,2.4,3.1,0.757,3.1,5.8,0.0,1.6,2.9,1.9,14.3,0.484,0.449,0.556,0.236,25.5,1.24,2.03,0.0,0.024,0.091,0.115,,,
Paul Millsap,2006,UTA,47,Louisiana Tech,PF,79.25,85.5,258,21.34,"Feb 12, 1985",USA,33.0,34.1,8.2,14.5,0.571,0.2,0.4,0.357,4.1,6.5,0.623,14.0,1.2,2.4,2.0,2.7,3.2,20.7,0.59,0.576,0.031,0.451,,,0.43,,,,,,,
Vladimir Veremeenko,2006,WAS,48,Dynamo St. Petersburg (Russia),PF,83.0,,235,21.9,"Jul 21, 1984",Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Powe,2006,BOS,49,California,PF,80.0,,240,22.39,"Jan 22, 1984",USA,27.0,35.3,6.7,13.6,0.496,0.1,0.3,0.333,7.3,10.2,0.719,10.3,1.4,0.6,0.9,2.5,2.5,20.9,0.567,0.5,0.025,0.752,31.6,0.33,0.58,0.0,0.122,0.084,0.21,,,
Ryan Hollins,2006,CHA,50,UCLA,C,84.0,,230,21.68,"Oct 10, 1984",USA,33.0,21.5,4.2,6.8,0.619,0.0,0.0,0.0,3.3,5.5,0.602,8.0,0.5,1.5,0.4,1.9,4.3,11.7,0.623,0.619,0.0,0.806,16.9,0.17,0.26,0.0,0.101,0.118,0.22,,,
Cheikh Samb,2006,DET,51,WTC Cornellà (Spain),C,85.0,,195,21.65,"Oct 22, 1984",Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Diaz,2006,LAC,52,Miami,PG,74.0,,192,21.28,"Mar 4, 1985",Puerto Rico,34.0,35.2,5.8,14.1,0.415,2.3,6.4,0.364,3.6,4.6,0.789,3.0,2.9,0.2,1.2,2.0,1.8,17.6,0.543,0.499,0.458,0.325,26.6,0.7,1.45,0.0,0.087,0.047,0.134,,,
Yotam Halperin,2006,OKC,53,Union Olimpija (Slovenia),SG,77.0,,210,22.39,"Jan 24, 1984",Israel,14.0,36.1,4.8,10.5,0.463,1.6,4.2,0.373,2.6,2.9,0.9,3.1,3.6,0.1,2.2,2.4,1.8,13.8,0.584,0.537,0.401,0.272,,,1.52,,,,,,,
Hassan Adams,2006,BKN,54,Arizona,SG,76.0,,220,21.99,"Jun 20, 1984",USA,31.0,33.3,8.2,17.1,0.478,0.6,2.3,0.262,2.0,3.3,0.611,5.4,3.1,0.5,2.9,2.4,2.1,19.0,0.507,0.495,0.133,0.194,28.2,0.69,1.3,0.0,0.047,0.101,0.151,,,
Ejike Ugboaja,2006,CLE,55,Union Bank Lagos (Nigeria),PF,81.0,,225,21.05,"May 28, 1985",Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edin Bavcic,2006,PHI,56,ASA BH Telecom (Bosnia and Herzegovina),PF,83.0,,245,22.11,"May 6, 1984",Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loukas Mavrokefalidis,2006,MIN,57,PAOK (Greece),C,83.0,,260,21.89,"Jul 25, 1984",Greece,26.0,32.0,7.1,12.9,0.554,0.6,2.0,0.277,3.7,4.7,0.796,9.2,1.2,0.6,0.8,3.1,3.6,18.6,0.614,0.576,0.158,0.362,,,0.39,,,,,,,
J.R. Pinnock,2006,LAL,58,George Washington,SG,76.0,79.5,204,22.51,"Dec 11, 1983",USA,30.0,31.6,6.2,12.8,0.485,0.9,3.5,0.275,3.2,4.4,0.709,6.0,3.5,0.5,2.7,2.3,2.2,16.6,0.554,0.522,0.269,0.346,,,1.51,,,,,,,
Damir Markota,2006,MIL,59,Cibona Zagreb (Croatia),PF,82.0,,225,20.47,"Dec 26, 1985",Croatia,19.0,20.2,5.3,11.3,0.463,1.9,5.8,0.323,1.5,2.4,0.615,9.1,1.1,0.6,0.7,2.6,3.3,13.9,0.555,0.545,0.512,0.215,,,0.43,,,,,,,
Will Blalock,2006,DET,60,Iowa State,PG,72.5,78.0,194,22.77,"Sep 8, 1983",USA,30.0,35.7,5.9,13.3,0.447,1.6,4.0,0.398,2.0,3.1,0.659,3.3,6.2,0.1,2.2,3.0,1.8,15.5,0.525,0.506,0.298,0.23,,,2.07,,,,,,,
Greg Oden,2007,POR,1,Ohio State,C,84.0,88.25,257,19.39,"Jan 23, 1988",USA,32.0,28.9,7.4,11.9,0.616,0.0,0.0,0.0,4.8,7.6,0.628,11.9,0.8,4.1,0.7,2.5,3.4,19.5,0.626,0.616,0.0,0.638,,,0.33,,,,,,,
